car_x,obstacle_x,obstacle_y,lane_delta,obstacle_speed,obstacle_type,action
0.5,0.74,-0.20461538461538462,0.5,0.5833333333333334,0,1
0.5,0.74,-0.19384615384615383,0.5,0.5833333333333334,0,1
0.5,0.74,-0.18307692307692308,0.5,0.5833333333333334,0,1
0.5,0.74,-0.1723076923076923,0.5,0.5833333333333334,0,1
0.5,0.74,-0.16153846153846155,0.5,0.5833333333333334,0,1
0.5,0.74,-0.15076923076923077,0.5,0.5833333333333334,0,1
0.5,0.74,-0.14,0.5,0.5833333333333334,0,1
0.5,0.74,-0.12923076923076923,0.5,0.5833333333333334,0,1
0.5,0.74,-0.11846153846153847,0.5,0.5833333333333334,0,1
0.5,0.74,-0.1076923076923077,0.5,0.5833333333333334,0,1
0.5,0.74,-0.09692307692307692,0.5,0.5833333333333334,0,1
0.5,0.74,-0.08615384615384615,0.5,0.5833333333333334,0,1
0.5,0.74,-0.07538461538461538,0.5,0.5833333333333334,0,1
0.5,0.74,-0.06461538461538462,0.5,0.5833333333333334,0,1
0.5,0.74,-0.05384615384615385,0.5,0.5833333333333334,0,1
0.5,0.74,-0.043076923076923075,0.5,0.5833333333333334,0,1
0.5,0.74,-0.03230769230769231,0.5,0.5833333333333334,0,1
0.5,0.74,-0.021538461538461538,0.5,0.5833333333333334,0,1
0.5,0.74,-0.010769230769230769,0.5,0.5833333333333334,0,1
0.5,0.74,0.0,0.5,0.5833333333333334,0,1
0.5,0.74,0.010769230769230769,0.5,0.5833333333333334,0,1
0.5,0.74,0.021538461538461538,0.5,0.5833333333333334,0,1
0.5,0.74,0.03230769230769231,0.5,0.5833333333333334,0,1
0.5,0.74,0.043076923076923075,0.5,0.5833333333333334,0,1
0.5,0.74,0.05384615384615385,0.5,0.5833333333333334,0,1
0.5,0.74,0.06461538461538462,0.5,0.5833333333333334,0,1
0.5,0.74,0.07538461538461538,0.5,0.5833333333333334,0,1
0.5,0.74,0.08615384615384615,0.5,0.5833333333333334,0,1
0.5,0.74,0.09692307692307692,0.5,0.5833333333333334,0,1
0.5,0.74,0.1076923076923077,0.5,0.5833333333333334,0,1
0.5,0.74,0.11846153846153847,0.5,0.5833333333333334,0,1
0.5,0.74,0.12923076923076923,0.5,0.5833333333333334,0,1
0.5,0.74,0.14,0.5,0.5833333333333334,0,1
0.5,0.74,0.15076923076923077,0.5,0.5833333333333334,0,1
0.5,0.74,0.16153846153846155,0.5,0.5833333333333334,0,1
0.5,0.74,0.1723076923076923,0.5,0.5833333333333334,0,1
0.5,0.74,0.18307692307692308,0.5,0.5833333333333334,0,1
0.5,0.74,0.19384615384615383,0.5,0.5833333333333334,0,1
0.5,0.74,0.20461538461538462,0.5,0.5833333333333334,0,1
0.5,0.74,0.2153846153846154,0.5,0.5833333333333334,0,1
0.5,0.74,0.22615384615384615,0.5,0.5833333333333334,0,1
0.5,0.74,0.23692307692307693,0.5,0.5833333333333334,0,1
0.5,0.74,0.24769230769230768,0.5,0.5833333333333334,0,1
0.5,0.74,0.25846153846153846,0.5,0.5833333333333334,0,1
0.5,0.74,0.2692307692307692,0.5,0.5833333333333334,0,1
0.5,0.74,0.28,0.5,0.5833333333333334,0,1
0.5,0.74,0.2907692307692308,0.5,0.5833333333333334,0,1
0.5,0.74,0.30153846153846153,0.5,0.5833333333333334,0,1
0.5,0.74,0.3123076923076923,0.5,0.5833333333333334,0,1
0.5,0.74,0.3230769230769231,0.5,0.5833333333333334,0,1
0.5,0.74,0.33384615384615385,0.5,0.5833333333333334,0,1
0.514,0.74,0.3446153846153846,0.5,0.5833333333333334,0,2
0.528,0.74,0.3553846153846154,0.5,0.5833333333333334,0,2
0.542,0.74,0.36615384615384616,0.5,0.5833333333333334,0,2
0.556,0.74,0.3769230769230769,0.5,0.5833333333333334,0,2
0.57,0.74,0.38769230769230767,0.5,0.5833333333333334,0,2
0.584,0.74,0.3984615384615385,0.5,0.5833333333333334,0,2
0.584,0.74,0.40923076923076923,0.5,0.5833333333333334,0,1
0.584,0.74,0.42,0.5,0.5833333333333334,0,1
0.584,0.74,0.4307692307692308,0.5,0.5833333333333334,0,1
0.57,0.74,0.44153846153846155,0.5,0.5833333333333334,0,0
0.556,0.74,0.4523076923076923,0.5,0.5833333333333334,0,0
0.542,0.74,0.46307692307692305,0.5,0.5833333333333334,0,0
0.528,0.74,0.47384615384615386,0.5,0.5833333333333334,0,0
0.514,0.74,0.4846153846153846,0.5,0.5833333333333334,0,0
0.5,0.74,0.49538461538461537,0.5,0.5833333333333334,0,0
0.486,0.74,0.5061538461538462,0.5,0.5833333333333334,0,0
0.472,0.74,0.5169230769230769,0.5,0.5833333333333334,0,0
0.458,0.74,0.5276923076923077,0.5,0.5833333333333334,0,0
0.444,0.74,0.5384615384615384,0.5,0.5833333333333334,0,0
0.444,0.74,0.5492307692307692,0.5,0.5833333333333334,0,1
0.444,0.74,0.56,0.5,0.5833333333333334,0,1
0.444,0.74,0.5707692307692308,0.5,0.5833333333333334,0,1
0.444,0.74,0.5815384615384616,0.5,0.5833333333333334,0,1
0.444,0.74,0.5923076923076923,0.5,0.5833333333333334,0,1
0.444,0.74,0.6030769230769231,0.5,0.5833333333333334,0,1
0.444,0.74,0.6138461538461538,0.5,0.5833333333333334,0,1
0.444,0.74,0.6246153846153846,0.5,0.5833333333333334,0,1
0.444,0.74,0.6353846153846154,0.5,0.5833333333333334,0,1
0.444,0.74,0.6461538461538462,0.5,0.5833333333333334,0,1
0.444,0.74,0.6569230769230769,0.5,0.5833333333333334,0,1
0.444,0.74,0.6676923076923077,0.5,0.5833333333333334,0,1
0.444,0.74,0.6784615384615384,0.5,0.5833333333333334,0,1
0.43,0.74,0.6892307692307692,0.5,0.5833333333333334,0,0
0.416,0.74,0.7,0.5,0.5833333333333334,0,0
0.402,0.74,0.7107692307692308,0.5,0.5833333333333334,0,0
0.388,0.74,0.7215384615384616,0.5,0.5833333333333334,0,0
0.374,0.74,0.7323076923076923,1.0,0.5833333333333334,0,0
0.36,0.74,0.7430769230769231,1.0,0.5833333333333334,0,0
0.346,0.74,0.7538461538461538,1.0,0.5833333333333334,0,0
0.332,0.74,0.7646153846153846,1.0,0.5833333333333334,0,0
0.318,0.74,0.7753846153846153,1.0,0.5833333333333334,0,0
0.304,0.74,0.7861538461538462,1.0,0.5833333333333334,0,0
0.29,0.74,0.796923076923077,1.0,0.5833333333333334,0,0
0.276,0.74,0.8076923076923077,1.0,0.5833333333333334,0,0
0.262,0.74,0.8184615384615385,1.0,0.5833333333333334,0,0
0.248,0.74,0.8292307692307692,1.0,0.5833333333333334,0,0
0.234,0.74,0.84,1.0,0.5833333333333334,0,0
0.22,0.74,0.8507692307692307,1.0,0.5833333333333334,0,0
0.206,0.74,0.8615384615384616,1.0,0.5833333333333334,0,0
0.198,0.74,0.8723076923076923,1.0,0.5833333333333334,0,0
0.198,0.74,0.8830769230769231,1.0,0.5833333333333334,0,0
0.198,0.74,0.8938461538461538,1.0,0.5833333333333334,0,0
0.198,0.74,0.9046153846153846,1.0,0.5833333333333334,0,1
0.198,0.74,0.9153846153846154,1.0,0.5833333333333334,0,1
0.198,0.74,0.9261538461538461,1.0,0.5833333333333334,0,1
0.198,0.74,0.936923076923077,1.0,0.5833333333333334,0,1
0.198,0.5,0.6092307692307692,0.5,0.5833333333333334,1,1
0.198,0.5,0.62,0.5,0.5833333333333334,1,1
0.198,0.5,0.6307692307692307,0.5,0.5833333333333334,1,1
0.198,0.5,0.6415384615384615,0.5,0.5833333333333334,1,1
0.198,0.5,0.6523076923076923,0.5,0.5833333333333334,1,1
0.198,0.5,0.6630769230769231,0.5,0.5833333333333334,1,1
0.198,0.5,0.6738461538461539,0.5,0.5833333333333334,1,1
0.198,0.5,0.6846153846153846,0.5,0.5833333333333334,1,1
0.198,0.5,0.6984615384615385,0.5,0.75,0,1
0.198,0.5,0.7123076923076923,0.5,0.75,0,1
0.198,0.5,0.7261538461538461,0.5,0.75,0,1
0.212,0.5,0.74,0.5,0.75,0,2
0.226,0.5,0.7538461538461538,0.5,0.75,0,2
0.24,0.5,0.7676923076923077,0.5,0.75,0,2
0.254,0.5,0.7815384615384615,0.5,0.75,0,2
0.268,0.5,0.7953846153846154,0.5,0.75,0,2
0.268,0.5,0.8092307692307692,0.5,0.75,0,1
0.268,0.5,0.823076923076923,0.5,0.75,0,1
0.268,0.5,0.8369230769230769,0.5,0.75,0,1
0.268,0.5,0.8507692307692307,0.5,0.75,0,1
